,Nome,Idade,Cidade,Orgao1,Demanda1,Orgao2,Demanda2
632,Stephany Almeida,40,"Recanto Santos, 66
Maravilha
28775-886 Souza Alegre / BA",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
633,Sr. Lucas Moreira,22,"Rodovia de Siqueira, 905
Bandeirantes
83242675 Almeida / SE",funade,Serviço de Informação ao Cidadão,detran,PRIMEIRA HABILITAÇÃO
634,Francisco Sampaio,32,"Vila Moreira, 276
Cinquentenário
41929-759 Siqueira / GO",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
635,Marina Sales,25,"Aeroporto Murilo Carvalho, 71
Jardim São José
94256-938 Casa Grande / RN",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Perícia de Incêndio e Explosão
636,Sra. Luísa Almeida,45,"Setor de da Cunha, 89
Juliana
46815-769 Moraes do Amparo / RR",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cagepa,LIGAÇÃO DE ÁGUA
637,Ana da Paz,26,"Praça de da Cruz, 86
Boa União 1ª Seção
04343336 da Luz / SE",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
638,Maysa Cardoso,31,"Recanto de Novaes, 96
Boa Esperança
91384581 Rocha de Teixeira / PI",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
639,Ana Lívia Ribeiro,29,"Passarela Luana Pires, 543
Barão Homem De Melo 3ª Seção
91627091 Sampaio / DF",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
640,Alice Abreu,32,"Passarela Josué Melo, 50
Vila Da Luz
68055-226 Teixeira do Campo / PR",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
641,Samuel Gomes,50,"Recanto Pacheco, 20
Paquetá
63882641 Santos da Prata / RJ",detran,RENOVAÇÃO DA CNH SIMPLES,funade,Aquisição da Carteira de Passe Livre Intermunicipal
642,Larissa Campos,29,"Viela Mathias Santos, 59
Vila Bandeirantes
22517-714 Rocha de Fonseca / RJ",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,sudema,Licença por Adesão e Compromisso
643,Camila das Neves,47,"Feira Cavalcanti, 61
Ademar Maldonado
79274590 Souza do Amparo / PB",cagepa,LIGAÇÃO DE ÁGUA,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
644,Melina Aragão,35,"Lagoa Monteiro, 7
Nova America
47421-690 Novais / DF",funade,Aquisição da Carteira de Passe Livre Intermunicipal,funade,Serviço de Informação ao Cidadão
645,Sr. Bento Novaes,29,"Travessa de Fonseca, 9
Vila Santo Antônio
72149-475 Nascimento / RO",cbmpb,Perícia de Incêndio e Explosão,sudema,Licença de Operação para Pesquisa Mineral
646,Theodoro Cavalcanti,43,"Lagoa Maria Alice Porto, 30
Solar Do Barreiro
30116-136 Vargas de Novaes / BA",sudema,Licença por Adesão e Compromisso,cinep,Concessão de Incentivo Fiscal a Empresas
647,Sr. Gabriel Borges,29,"Setor Nina Vargas, 76
Braúnas
43713-274 Correia da Praia / PB",cinep,Concessão de Incentivo Locacional a Empresas,detran,INDICAÇÃO DE CONDUTOR INFRATOR
648,Daniela da Mata,48,"Trecho de Pastor, 284
Grajaú
71852-807 Nogueira / MA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cagepa,LIGAÇÃO DE ÁGUA
649,Eloah Cunha,22,"Rua Lucas Gabriel Dias, 35
São Sebastião
53049-790 Leão / ES",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,funade,Serviço Especializado em Triagem e Diagnóstico
650,Clarice Casa Grande,21,"Rua Bento Monteiro, 499
Marajó
58714-622 Silva do Norte / RN",cbmpb,Socorro de Emergências,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
651,Bento Silva,29,"Recanto Noah Sampaio, 78
Xodo-Marize
59261-181 da Rosa / DF",cbmpb,Perícia de Incêndio e Explosão,sudema,Licença de Operação para Pesquisa Mineral
652,Anthony Gabriel Barros,29,"Rua da Rocha, 344
Trevo
22000-073 Caldeira / AP",sudema,Licença por Adesão e Compromisso,sudema,Licença de Operação para Pesquisa Mineral
653,Enzo Silva,21,"Distrito Bruna Campos, 917
Santa Inês
59732-658 Lopes de Moraes / PA",detran,RENOVAÇÃO DA CNH SIMPLES,cinep,Concessão de Incentivo Fiscal a Empresas
654,Catarina Rezende,47,"Núcleo de Ramos, 397
Braúnas
60876093 Nogueira de da Costa / RR",cinep,Concessão de Incentivo Fiscal a Empresas,funade,Aquisição da Carteira de Passe Livre Intermunicipal
655,Maria Luiza Alves,18,"Trecho Novais, 85
Tiradentes
77030054 Peixoto / AC",cbmpb,Perícia de Incêndio e Explosão,cagepa,ATUALIZAÇÃO CADASTRAL
656,Levi Costela,33,"Distrito Luna Pereira, 643
Juliana
65603248 Cassiano / ES",cagepa,ATUALIZAÇÃO CADASTRAL,funade,Serviço de Informação ao Cidadão
657,Levi das Neves,29,"Rua de Alves, 47
Vila Maria
91095-594 da Mata da Praia / MA",cbmpb,Socorro de Emergências,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
658,Gustavo Fonseca,21,"Aeroporto Vargas, 63
Custodinha
73182194 Pinto / RR",funade,Serviço Especializado em Triagem e Diagnóstico,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
659,Juan Castro,19,"Quadra Lavínia Leão
Das Industrias I
74437-644 Camargo / PE",cinep,Concessão de Incentivo Fiscal a Empresas,sudema,Licença por Adesão e Compromisso
660,Davi Miguel Novais,36,"Núcleo de Moura, 877
Vila Suzana Segunda Seção
89152-718 Brito de Cavalcante / PB",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Serviço Especializado em Triagem e Diagnóstico
661,Cauã Cirino,41,"Residencial Yasmin Pereira, 10
Urca
99949417 Caldeira Alegre / AC",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,funade,Aquisição da Carteira de Passe Livre Intermunicipal
662,Mateus das Neves,29,"Rua de Mendonça, 44
Suzana
52600947 Ramos / MG",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cinep,Concessão de Incentivo Locacional a Empresas
663,Oliver Albuquerque,38,"Avenida Liz Nogueira, 198
Santa Cecilia
83759349 Cardoso / RO",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
664,Ravi Fonseca,36,"Sítio Vieira, 18
Alípio De Melo
42985376 da Cruz de Goiás / AP",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
665,Luigi da Cunha,27,"Setor de Melo, 18
Vila Nova Cachoeirinha 1ª Seção
06906241 Machado / PI",sudema,Licença por Adesão e Compromisso,detran,RENOVAÇÃO DA CNH SIMPLES
666,Ana Julia Freitas,25,"Trecho da Rosa, 51
Marajó
04906-864 Machado / RO",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
667,Aurora Lima,37,"Estrada Sales, 804
Barroca
96393-106 Oliveira / PB",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),detran,INDICAÇÃO DE CONDUTOR INFRATOR
668,Giovanna Pereira,18,"Lago Enrico Casa Grande, 9
Vila Boa Vista
93311-557 Cavalcanti de Lima / MA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,sudema,Licença de Operação para Pesquisa Mineral
669,Ana Sophia Brito,28,"Largo Lunna Siqueira, 6
Inconfidência
63725334 Moreira de Rezende / CE",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,funade,Aquisição da Carteira de Passe Livre Intermunicipal
670,Igor Melo,38,"Campo de Caldeira, 5
Santa Monica
97777-636 Rezende de Teixeira / RO",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Socorro de Emergências
671,Apollo Cunha,47,"Setor Sampaio
Vale Do Jatoba
73771-648 Abreu / RN",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Socorro de Emergências
672,Sophia da Luz,24,"Recanto Antonella Sampaio, 52
Vila Nova Cachoeirinha 2ª Seção
75746-176 da Rocha Paulista / PR",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,detran,RENOVAÇÃO DA CNH SIMPLES
673,Kamilly Ribeiro,37,"Viela Rios, 33
Cruzeiro
95004011 Cunha / TO",detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
674,Renan Marques,32,"Chácara Pietro Jesus, 8
Tirol
15512056 Oliveira Verde / PA",detran,RENOVAÇÃO DA CNH SIMPLES,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
675,Dr. Bento Moraes,40,"Rua Luiza Casa Grande
Primeiro De Maio
54289778 da Mota da Praia / MT",funade,Serviço Especializado em Triagem e Diagnóstico,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
676,Calebe Garcia,35,"Viela Silveira, 301
Serra
98205-366 Lima do Sul / ES",sudema,Licença por Adesão e Compromisso,funade,Serviço Especializado em Triagem e Diagnóstico
677,Luana da Mota,50,"Residencial Rafael Mendonça, 427
Funcionários
74026631 Ribeiro / CE",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),sudema,Licença por Adesão e Compromisso
678,Nathan Andrade,33,"Colônia Aurora Garcia, 1
Silveira
39597904 da Rosa / RR",funade,Serviço Especializado em Triagem e Diagnóstico,sudema,Licença de Operação para Pesquisa Mineral
679,Henry da Luz,46,"Vereda Kevin Novaes, 1
Santo Agostinho
17855327 Oliveira / MT",detran,PRIMEIRA HABILITAÇÃO,cbmpb,Socorro de Emergências
680,Enrico Rezende,24,"Travessa de Garcia, 53
São Bento
03642379 Farias de Leão / GO",cinep,Concessão de Incentivo Locacional a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
681,Olívia da Luz,41,"Largo de Vieira, 31
Inconfidência
43256-538 Cardoso / RN",sudema,Licença por Adesão e Compromisso,cbmpb,Socorro de Emergências
682,Amanda Andrade,34,"Núcleo Emanuel Moura
Vila Minaslandia
20352984 Viana / RS",sudema,Licença por Adesão e Compromisso,cbmpb,Perícia de Incêndio e Explosão
683,Apollo Cunha,32,"Condomínio da Cruz, 60
Nova Vista
32815215 Silveira / BA",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
684,José da Mota,40,"Setor da Mota, 8
São Luiz
49154501 Lopes do Campo / RS",cbmpb,Socorro de Emergências,cbmpb,Perícia de Incêndio e Explosão
685,Nathan Rios,20,"Passarela de da Mata
Pedreira Padro Lopes
67633367 das Neves / TO",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Locacional a Empresas
686,Dr. Nicolas Leão,34,"Lagoa Bento Borges, 413
São João Batista
71999-431 Mendonça / RN",cagepa,ATUALIZAÇÃO CADASTRAL,funade,Aquisição da Carteira de Passe Livre Intermunicipal
687,Allana Aparecida,34,"Distrito Marcela Nogueira
Vila De Sá
51470073 Vargas / MS",cbmpb,Socorro de Emergências,cbmpb,Perícia de Incêndio e Explosão
688,Sr. Davi Miguel Aparecida,38,"Lago de Pacheco, 508
Castelo
59672487 Ramos / RJ",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,funade,Serviço Especializado em Triagem e Diagnóstico
689,Bella Macedo,25,"Colônia Ester Sá, 61
São Marcos
72429-201 da Cunha / MS",cbmpb,Socorro de Emergências,funade,Serviço Especializado em Triagem e Diagnóstico
690,Bella Costa,40,"Setor de Viana, 919
Lagoinha
62258-412 da Luz / RO",cinep,Concessão de Incentivo Fiscal a Empresas,cagepa,LIGAÇÃO DE ÁGUA
691,Nina Freitas,34,"Pátio Correia, 598
Santa Rita De Cássia
21114-160 Casa Grande de Carvalho / BA",cbmpb,Perícia de Incêndio e Explosão,detran,RENOVAÇÃO DA CNH SIMPLES
692,Lunna Leão,27,"Vereda de Gomes, 83
Ipe
01811-833 Andrade / SC",cagepa,ATUALIZAÇÃO CADASTRAL,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
693,Vitor Casa Grande,24,"Recanto de Duarte, 24
Candelaria
23843314 Costela / AC",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Perícia de Incêndio e Explosão
694,Davi Lucas Fogaça,26,"Vila Ana Laura Pimenta, 23
Inconfidência
43809542 Melo / DF",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
695,Cecilia Pires,48,"Parque Luiz Otávio Abreu, 502
São Gabriel
19155-180 Silveira / RJ",sudema,Licença por Adesão e Compromisso,cagepa,LIGAÇÃO DE ÁGUA
696,Marina Correia,39,"Chácara de Moura, 7
Santa Isabel
55164-870 Sampaio / MS",funade,Aquisição da Carteira de Passe Livre Intermunicipal,detran,RENOVAÇÃO DA CNH SIMPLES
697,Maria Sophia Souza,39,"Quadra Novais, 59
Buraco Quente
78435-692 Câmara / PI",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cagepa,ATUALIZAÇÃO CADASTRAL
698,Dr. Davi Luiz Moreira,38,"Distrito de Cirino, 15
Guarani
55681-143 Nogueira / AP",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
699,Júlia Carvalho,25,"Trecho Juliana Cunha, 4
Conjunto Minas Caixa
10279-375 Barros de da Mota / PA",cbmpb,Perícia de Incêndio e Explosão,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
700,Giovanna das Neves,35,"Recanto Evelyn Sá, 26
Jardinópolis
26746719 Ferreira Grande / AM",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
701,Dr. João Gomes,25,"Conjunto Oliver Marques, 69
Floresta
91285-726 Cavalcanti / RS",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,PRIMEIRA HABILITAÇÃO
702,João Gabriel Brito,21,"Viela de da Luz, 436
Vila Olhos D'água
91974-291 da Mata / AM",detran,INDICAÇÃO DE CONDUTOR INFRATOR,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
703,Sr. Ravi Lopes,60,"Via Ravi Novaes, 54
Vila Engenho Nogueira
85893704 da Mata de Cirino / AP",cbmpb,Socorro de Emergências,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
704,João Pedro Vargas,38,"Chácara de Campos, 37
Vila Nova Cachoeirinha 1ª Seção
53594868 Ramos / BA",cbmpb,Perícia de Incêndio e Explosão,cagepa,ATUALIZAÇÃO CADASTRAL
705,Pedro Miguel Moreira,45,"Rodovia Ágatha da Costa, 6
Alto Barroca
99062110 Mendonça da Praia / PB",funade,Aquisição da Carteira de Passe Livre Intermunicipal,detran,RENOVAÇÃO DA CNH SIMPLES
706,Dra. Isabella Cunha,34,"Sítio Oliver Vargas, 71
Alta Tensão 1ª Seção
50447-679 Alves / MG",cbmpb,Perícia de Incêndio e Explosão,funade,Aquisição da Carteira de Passe Livre Intermunicipal
707,Melissa Gomes,44,"Passarela Gabriela Almeida, 97
Conjunto Providencia
25166865 Fogaça Grande / TO",cinep,Concessão de Incentivo Fiscal a Empresas,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
708,Esther Duarte,31,"Alameda de Câmara, 92
Paulo Vi
91119217 Peixoto / RO",detran,PRIMEIRA HABILITAÇÃO,cinep,Concessão de Incentivo Fiscal a Empresas
709,Emanuella Albuquerque,19,"Viela Almeida, 67
Conjunto Floramar
33614-153 Viana / MS",cinep,Concessão de Incentivo Fiscal a Empresas,cagepa,ATUALIZAÇÃO CADASTRAL
710,Stella Campos,19,"Colônia Cavalcante, 2
Penha
37033736 da Rosa de Pinto / RS",cbmpb,Socorro de Emergências,funade,Aquisição da Carteira de Passe Livre Intermunicipal
711,Maria Sophia Almeida,44,"Praia de Lopes
Santo André
00078767 Pastor do Oeste / BA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
712,Ana Lívia Cassiano,37,"Estrada João Miguel Lima, 77
Vila Jardim Montanhes
82119-924 Souza / RS",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,detran,PRIMEIRA HABILITAÇÃO
713,Stella da Cunha,38,"Área Davi Miguel Casa Grande, 7
Pedreira Padro Lopes
87069688 Siqueira / SP",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
714,Bianca Melo,27,"Sítio de Marques, 53
Vila Santa Monica 2ª Seção
98216074 Fernandes Paulista / MT",detran,INDICAÇÃO DE CONDUTOR INFRATOR,funade,Serviço Especializado em Triagem e Diagnóstico
715,Liam Peixoto,29,"Núcleo de Souza, 328
Paquetá
35925-472 Peixoto de Santos / AP",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
716,Breno Novais,46,"Esplanada de Silveira
Bom Jesus
65329-122 Sousa / RR",funade,Serviço de Informação ao Cidadão,detran,INDICAÇÃO DE CONDUTOR INFRATOR
717,Jade Souza,42,"Estação de das Neves
São Benedito
22797653 Fogaça / RO",cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança,cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO
718,Davi Luiz Rocha,21,"Alameda de Fernandes
Barão Homem De Melo 3ª Seção
07275565 Carvalho / PA",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,cagepa,LIGAÇÃO DE ÁGUA
719,Raquel Aragão,29,"Ladeira Isabela Novais
Álvaro Camargos
98492-431 Barbosa / PR",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
720,Levi Peixoto,41,"Estação Joana Moreira, 74
Vila Da Luz
78536-609 Vieira / RR",detran,RENOVAÇÃO DA CNH SIMPLES,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
721,Raul das Neves,44,"Via de Abreu, 11
Barreiro
63236-023 Leão da Praia / AP",sudema,Licença por Adesão e Compromisso,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
722,Letícia Farias,33,"Recanto Peixoto, 480
Vila Minaslandia
78040-911 Campos da Mata / RN",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
723,Julia da Costa,31,"Quadra Sara Mendonça, 81
Vila Paris
68315-640 Moura / MA",cagepa,ATUALIZAÇÃO CADASTRAL,cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO
724,Hellena Albuquerque,38,"Distrito de Siqueira, 5
Vila Petropolis
22451352 Marques da Prata / PR",cagepa,LIGAÇÃO DE ÁGUA,cagepa,ATUALIZAÇÃO CADASTRAL
725,Juliana Casa Grande,53,"Fazenda Brayan Oliveira
Vila Calafate
84426-001 Novais / RN",cinep,Concessão de Incentivo Locacional a Empresas,sudema,Licença por Adesão e Compromisso
726,Sra. Manuella Barbosa,36,"Condomínio Diogo Fernandes, 771
Maravilha
25622599 Cardoso de Melo / ES",cinep,Concessão de Incentivo Locacional a Empresas,sudema,Licença por Adesão e Compromisso
727,Miguel Monteiro,28,"Lago Albuquerque, 78
Camponesa 1ª Seção
90074-598 Nogueira / SP",funade,Serviço Especializado em Triagem e Diagnóstico,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
728,Maria Eduarda Freitas,46,"Condomínio Benicio Aparecida
Nossa Senhora Do Rosário
56266564 Aragão / RO",detran,PRIMEIRA HABILITAÇÃO,cagepa,LIGAÇÃO DE ÁGUA
729,Thales Cavalcanti,31,"Estação de Ramos, 58
Vila Primeiro De Maio
50648-985 Câmara das Flores / TO",cagepa,DESOBSTRUÇÃO DE RAMAL DE ESGOTO,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
730,Bento da Rosa,18,"Vila André Sampaio
São Damião
28915-850 Costela / CE",cinep,Concessão de Incentivo Fiscal a Empresas,detran,RENOVAÇÃO DA CNH SIMPLES
731,Brenda Pastor,54,"Via Macedo
Vila Independencia 1ª Seção
60494-376 Novaes / RO",cbmpb,Socorro de Emergências,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
732,Josué Macedo,36,"Via Ribeiro, 63
Novo Aarão Reis
10279-202 Carvalho Grande / RJ",detran,PRIMEIRA HABILITAÇÃO,detran,RENOVAÇÃO DA CNH SIMPLES
733,Mateus Nogueira,23,"Jardim Porto, 96
Mariano De Abreu
37398263 Cirino das Pedras / MG",cinep,Concessão de Incentivo Fiscal a Empresas,funade,Aquisição da Carteira de Passe Livre Intermunicipal
734,Mariana Albuquerque,33,"Praia de Costa, 34
Santa Maria
57533-907 Porto da Serra / MS",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cinep,Concessão de Incentivo Locacional a Empresas
735,Ana Laura das Neves,48,"Parque Jesus, 856
Urca
65733069 Guerra / SP",sudema,Licença por Adesão e Compromisso,cbmpb,Socorro de Emergências
736,Antonella da Luz,40,"Morro de Martins, 27
Piratininga
28957365 Alves / BA",detran,INDICAÇÃO DE CONDUTOR INFRATOR,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
737,Antonella Rocha,34,"Estrada da Cruz, 176
Boa Esperança
17601-751 Nogueira da Prata / PR",cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado,cbmpb,Consulta Técnica: Esclarecimento de Dúvidas para Sua Segurança
738,Sra. Heloísa Viana,37,"Via Luiz Felipe Camargo, 199
Custodinha
41922-569 da Mata / PA",detran,PRIMEIRA HABILITAÇÃO,detran,MUDANÇA DE CATEGORIA - HABILITAÇÃO
739,Aurora Barbosa,24,"Vereda Siqueira
Mangueiras
28140-673 Albuquerque / DF",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
740,Diogo Pires,33,"Setor Martins, 64
Vila Nova Cachoeirinha 3ª Seção
09484-789 Rocha / BA",funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA,funade,Aquisição da Carteira de Passe Livre Intermunicipal
741,Sr. Daniel Campos,28,"Jardim Porto, 8
Vila Betânia
57894066 Moura do Amparo / DF",cagepa,LIGAÇÃO DE ÁGUA,sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA)
742,Evelyn Moreira,22,"Campo João Lucas Novais, 33
Vila Suzana Primeira Seção
61015-364 da Conceição / DF",sudema,Licença de Alteração - Divisão de Infraestrutura (DINFRA),detran,RENOVAÇÃO DA CNH SIMPLES
743,Ana Carolina Sá,26,"Rodovia de Vieira, 88
Vila Madre Gertrudes 2ª Seção
62443230 Caldeira Verde / GO",cinep,Concessão de Incentivo Locacional a Empresas,funade,AQUISIÇÃO DE CARTEIRA DE IDENTIFICAÇÃO DO AUTISTA - CIPTEA
744,Brayan Fernandes,21,"Setor Sampaio, 22
Vila Da Amizade
27975-558 das Neves da Praia / PR",funade,Aquisição da Carteira de Passe Livre Intermunicipal,cinep,Concessão de Incentivo Fiscal a Empresas
745,Emanuel Andrade,49,"Feira Andrade, 72
Vista Alegre
35788176 Moreira das Pedras / CE",cinep,Concessão de Incentivo Fiscal a Empresas,cbmpb,Análise de Projeto de Segurança contra Incêndio Simplificado
746,Gabriela Alves,38,"Lagoa Mendonça, 2
Coração Eucarístico
62692760 Duarte / PA",funade,Serviço Especializado em Triagem e Diagnóstico,cinep,Concessão de Incentivo Locacional a Empresas
747,Sr. João Guilherme Cirino,40,"Rua Cecília Aparecida, 160
Vila Cemig
86340071 da Conceição da Mata / BA",cagepa,SEGUNDA VIA DE CONTA DE ÁGUA E ESGOTO,cbmpb,Socorro de Emergências
